YEAR,STATE,EDU_LEVEL,EDU_LEVEL_COUNT
2017,Arkansas,7th and 8th grade,60
2017,Arkansas,9th grade,106
2017,Arkansas,Associate degree in college - academic program,125
2017,Arkansas,Associate degree in college - occupation/vocation program,106
2017,Arkansas,Bachelor's degree,352
2017,Arkansas,Children,777
2017,Arkansas,Doctorate degree,42
2017,Arkansas,High school graduate - high school diploma or equivalent,818
2017,Arkansas,Less than 1st grade,11
2017,Arkansas,Master's degree,133
2017,Arkansas,Professional school degree,11
2017,Arkansas,Some college but no degree,476
2017,California,10th grade,456
2017,California,11th grade,530
2017,California,12th grade no diploma,395
2017,California,"1st,2nd,3rd,or 4th grade",244
2017,California,5th or 6th grade,511
2017,California,7th and 8th grade,361
2017,California,9th grade,508
2017,California,Associate degree in college - academic program,699
2017,California,Associate degree in college - occupation/vocation program,406
2017,California,Bachelor's degree,2662
2017,California,Children,3866
2017,California,Doctorate degree,258
2017,California,High school graduate - high school diploma or equivalent,3278
2017,California,Less than 1st grade,122
2017,California,Master's degree,976
2017,California,Professional school degree,163
2017,California,Some college but no degree,2769
2017,Colorado,10th grade,51
2017,Colorado,11th grade,55
2017,Colorado,12th grade no diploma,17
2017,Colorado,"1st,2nd,3rd,or 4th grade",7
2017,Colorado,5th or 6th grade,21
2017,Colorado,7th and 8th grade,27
2017,Colorado,9th grade,55
2017,Colorado,Associate degree in college - academic program,93
2017,Colorado,Associate degree in college - occupation/vocation program,78
2017,Colorado,Bachelor's degree,424
2017,Colorado,Children,588
2017,Colorado,Doctorate degree,33
2017,Colorado,High school graduate - high school diploma or equivalent,413
2017,Colorado,Less than 1st grade,3
2017,Colorado,Master's degree,194
2017,Colorado,Professional school degree,22
2017,Colorado,Some college but no degree,294
2017,Connecticut,10th grade,61
2017,Connecticut,11th grade,47
2017,Connecticut,12th grade no diploma,25
2017,Connecticut,"1st,2nd,3rd,or 4th grade",1
2017,Connecticut,5th or 6th grade,12
2017,Connecticut,7th and 8th grade,31
2017,Connecticut,9th grade,50
2017,Connecticut,Associate degree in college - academic program,74
2017,Connecticut,Associate degree in college - occupation/vocation program,43
2017,Connecticut,Bachelor's degree,318
2017,Connecticut,Children,364
2017,Connecticut,Doctorate degree,20
2017,Connecticut,High school graduate - high school diploma or equivalent,374
2017,Connecticut,Less than 1st grade,3
2017,Connecticut,Master's degree,157
2017,Connecticut,Professional school degree,27
2017,Connecticut,Some college but no degree,206
2017,Delaware,10th grade,47
2017,Delaware,11th grade,56
2017,Delaware,12th grade no diploma,33
2017,Delaware,"1st,2nd,3rd,or 4th grade",8
2017,Delaware,5th or 6th grade,18
2017,Delaware,7th and 8th grade,35
2017,Delaware,9th grade,48
2017,Delaware,Associate degree in college - academic program,73
2017,Delaware,Associate degree in college - occupation/vocation program,33
2017,Delaware,Bachelor's degree,251
2017,Delaware,Children,378
2017,Delaware,Doctorate degree,21
2017,Delaware,High school graduate - high school diploma or equivalent,515
2017,Delaware,Less than 1st grade,2
2017,Delaware,Master's degree,110
2017,Delaware,Professional school degree,18
2017,Delaware,Some college but no degree,232
2017,District of Columbia,10th grade,67
2017,District of Columbia,11th grade,68
2017,District of Columbia,12th grade no diploma,27
2017,District of Columbia,"1st,2nd,3rd,or 4th grade",15
2017,District of Columbia,5th or 6th grade,22
2017,District of Columbia,7th and 8th grade,35
2017,District of Columbia,9th grade,31
2017,District of Columbia,Associate degree in college - academic program,51
2017,District of Columbia,Associate degree in college - occupation/vocation program,37
2017,District of Columbia,Bachelor's degree,652
2017,District of Columbia,Children,511
2017,District of Columbia,Doctorate degree,112
2017,District of Columbia,High school graduate - high school diploma or equivalent,517
2017,District of Columbia,Less than 1st grade,10
2017,District of Columbia,Master's degree,480
2017,District of Columbia,Professional school degree,165
2017,District of Columbia,Some college but no degree,288
2017,Florida,10th grade,217
2017,Florida,11th grade,246
2017,Florida,12th grade no diploma,143
2017,Florida,"1st,2nd,3rd,or 4th grade",37
2017,Florida,5th or 6th grade,100
2017,Florida,7th and 8th grade,130
2017,Florida,9th grade,188
2017,Florida,Associate degree in college - academic program,552
2017,Florida,Associate degree in college - occupation/vocation program,232
2017,Florida,Bachelor's degree,1274
2017,Florida,Children,1620
2017,Florida,Doctorate degree,100
2017,Florida,High school graduate - high school diploma or equivalent,1956
2017,Florida,Less than 1st grade,17
2017,Florida,Master's degree,488
2017,Florida,Professional school degree,79
2017,Florida,Some college but no degree,1131
2017,Georgia,10th grade,158
2017,Georgia,11th grade,150
2017,Georgia,12th grade no diploma,53
2017,Georgia,"1st,2nd,3rd,or 4th grade",18
2017,Georgia,5th or 6th grade,40
2017,Georgia,7th and 8th grade,60
2017,Georgia,9th grade,91
2017,Georgia,Associate degree in college - academic program,171
2017,Georgia,Associate degree in college - occupation/vocation program,111
2017,Georgia,Bachelor's degree,594
2017,Georgia,Children,910
2017,Georgia,Doctorate degree,44
2017,Georgia,High school graduate - high school diploma or equivalent,923
2017,Georgia,Less than 1st grade,12
2017,Georgia,Master's degree,231
2017,Georgia,Professional school degree,50
2017,Georgia,Some college but no degree,489
2017,Hawaii,10th grade,61
2017,Hawaii,11th grade,59
2017,Hawaii,12th grade no diploma,30
2017,Hawaii,"1st,2nd,3rd,or 4th grade",7
2017,Hawaii,5th or 6th grade,37
2017,Hawaii,7th and 8th grade,44
2017,Hawaii,9th grade,46
2017,Hawaii,Associate degree in college - academic program,150
2017,Hawaii,Associate degree in college - occupation/vocation program,119
2017,Hawaii,Bachelor's degree,556
2017,Hawaii,Children,574
2017,Hawaii,Doctorate degree,41
2017,Hawaii,High school graduate - high school diploma or equivalent,740
2017,Hawaii,Less than 1st grade,5
2017,Hawaii,Master's degree,163
2017,Hawaii,Professional school degree,33
2017,Hawaii,Some college but no degree,454
2017,Idaho,10th grade,100
2017,Idaho,11th grade,87
2017,Idaho,12th grade no diploma,27
2017,Idaho,"1st,2nd,3rd,or 4th grade",14
2017,Idaho,5th or 6th grade,25
2017,Idaho,7th and 8th grade,48
2017,Idaho,9th grade,71
2017,Idaho,Associate degree in college - academic program,109
2017,Idaho,Associate degree in college - occupation/vocation program,97
2017,Idaho,Bachelor's degree,390
2017,Idaho,Children,795
2017,Idaho,Doctorate degree,25
2017,Idaho,High school graduate - high school diploma or equivalent,542
2017,Idaho,Less than 1st grade,9
2017,Idaho,Master's degree,136
2017,Idaho,Professional school degree,24
2017,Idaho,Some college but no degree,516
2017,Illinois,10th grade,132
2017,Illinois,11th grade,137
2017,Illinois,12th grade no diploma,50
2017,Illinois,"1st,2nd,3rd,or 4th grade",34
2017,Illinois,5th or 6th grade,71
2017,Illinois,7th and 8th grade,94
2017,Illinois,9th grade,102
2017,Illinois,Associate degree in college - academic program,184
2017,Illinois,Associate degree in college - occupation/vocation program,149
2017,Illinois,Bachelor's degree,820
2017,Illinois,Children,1112
2017,Illinois,Doctorate degree,65
2017,Illinois,High school graduate - high school diploma or equivalent,1067
2017,Illinois,Less than 1st grade,8
2017,Illinois,Master's degree,399
2017,Illinois,Professional school degree,48
2017,Illinois,Some college but no degree,772
2017,Indiana,10th grade,95
2017,Indiana,11th grade,71
2017,Indiana,12th grade no diploma,26
2017,Indiana,"1st,2nd,3rd,or 4th grade",8
2017,Indiana,5th or 6th grade,17
2017,Indiana,7th and 8th grade,72
2017,Indiana,9th grade,78
2017,Indiana,Associate degree in college - academic program,99
2017,Indiana,Associate degree in college - occupation/vocation program,99
2017,Indiana,Bachelor's degree,372
2017,Indiana,Children,711
2017,Indiana,Doctorate degree,26
2017,Indiana,High school graduate - high school diploma or equivalent,642
2017,Indiana,Less than 1st grade,9
2017,Indiana,Master's degree,168
2017,Indiana,Professional school degree,18
2017,Indiana,Some college but no degree,353
2017,Iowa,10th grade,43
2017,Iowa,11th grade,58
2017,Iowa,12th grade no diploma,7
2017,Iowa,"1st,2nd,3rd,or 4th grade",4
2017,Iowa,5th or 6th grade,14
2017,Iowa,7th and 8th grade,38
2017,Iowa,9th grade,38
2017,Iowa,Associate degree in college - academic program,102
2017,Iowa,Associate degree in college - occupation/vocation program,97
2017,Iowa,Bachelor's degree,317
2017,Iowa,Children,493
2017,Iowa,Doctorate degree,20
2017,Iowa,High school graduate - high school diploma or equivalent,403
2017,Iowa,Master's degree,75
2017,Iowa,Professional school degree,18
2017,Iowa,Some college but no degree,258
2017,Kansas,10th grade,69
2017,Kansas,11th grade,71
2017,Kansas,12th grade no diploma,29
2017,Kansas,"1st,2nd,3rd,or 4th grade",7
2017,Kansas,5th or 6th grade,19
2017,Kansas,7th and 8th grade,44
2017,Kansas,9th grade,50
2017,Kansas,Associate degree in college - academic program,116
2017,Kansas,Associate degree in college - occupation/vocation program,66
2017,Kansas,Bachelor's degree,340
2017,Kansas,Children,526
2017,Kansas,Doctorate degree,24
2017,Kansas,High school graduate - high school diploma or equivalent,420
2017,Kansas,Less than 1st grade,4
2017,Kansas,Master's degree,123
2017,Kansas,Professional school degree,13
2017,Kansas,Some college but no degree,319
2017,Kentucky,10th grade,73
2017,Kentucky,11th grade,78
2017,Kentucky,12th grade no diploma,31
2017,Kentucky,"1st,2nd,3rd,or 4th grade",5
2017,Kentucky,5th or 6th grade,14
2017,Kentucky,7th and 8th grade,77
2017,Kentucky,9th grade,64
2017,Kentucky,Associate degree in college - academic program,81
2017,Kentucky,Associate degree in college - occupation/vocation program,80
2017,Kentucky,Bachelor's degree,211
2017,Kentucky,Children,511
2017,Kentucky,Doctorate degree,20
2017,Kentucky,High school graduate - high school diploma or equivalent,533
2017,Kentucky,Less than 1st grade,5
2017,Kentucky,Master's degree,123
2017,Kentucky,Professional school degree,26
2017,Kentucky,Some college but no degree,315
2017,Louisiana,10th grade,152
2017,Louisiana,11th grade,171
2017,Louisiana,12th grade no diploma,73
2017,Louisiana,"1st,2nd,3rd,or 4th grade",20
2017,Louisiana,5th or 6th grade,26
2017,Louisiana,7th and 8th grade,107
2017,Louisiana,9th grade,123
2017,Louisiana,Associate degree in college - academic program,120
2017,Louisiana,Associate degree in college - occupation/vocation program,151
2017,Louisiana,Bachelor's degree,477
2017,Louisiana,Children,960
2017,Louisiana,Doctorate degree,47
2017,Louisiana,High school graduate - high school diploma or equivalent,1025
2017,Louisiana,Less than 1st grade,11
2017,Louisiana,Master's degree,165
2017,Louisiana,Professional school degree,33
2017,Louisiana,Some college but no degree,582
2017,Maine,10th grade,44
2017,Maine,11th grade,36
2017,Maine,12th grade no diploma,11
2017,Maine,"1st,2nd,3rd,or 4th grade",2
2017,Maine,5th or 6th grade,1
2017,Maine,7th and 8th grade,27
2017,Maine,9th grade,17
2017,Maine,Associate degree in college - academic program,65
2017,Maine,Associate degree in college - occupation/vocation program,46
2017,Maine,Bachelor's degree,190
2017,Maine,Children,311
2017,Maine,Doctorate degree,21
2017,Maine,High school graduate - high school diploma or equivalent,335
2017,Maine,Less than 1st grade,3
2017,Maine,Master's degree,83
2017,Maine,Professional school degree,13
2017,Maine,Some college but no degree,169
2017,Maryland,10th grade,73
2017,Maryland,11th grade,50
2017,Maryland,12th grade no diploma,17
2017,Maryland,"1st,2nd,3rd,or 4th grade",5
2017,Maryland,5th or 6th grade,16
2017,Maryland,7th and 8th grade,44
2017,Maryland,9th grade,48
2017,Maryland,Associate degree in college - academic program,84
2017,Maryland,Associate degree in college - occupation/vocation program,46
2017,Maryland,Bachelor's degree,373
2017,Maryland,Children,506
2017,Maryland,Doctorate degree,44
2017,Maryland,High school graduate - high school diploma or equivalent,449
2017,Maryland,Less than 1st grade,9
2017,Maryland,Master's degree,247
2017,Maryland,Professional school degree,32
2017,Maryland,Some college but no degree,323
2017,Massachusetts,10th grade,84
2017,Massachusetts,11th grade,79
2017,Massachusetts,12th grade no diploma,31
2017,Massachusetts,"1st,2nd,3rd,or 4th grade",24
2017,Massachusetts,5th or 6th grade,25
2017,Massachusetts,7th and 8th grade,67
2017,Massachusetts,9th grade,61
2017,Massachusetts,Associate degree in college - academic program,152
2017,Massachusetts,Associate degree in college - occupation/vocation program,77
2017,Massachusetts,Bachelor's degree,642
2017,Massachusetts,Children,769
2017,Massachusetts,Doctorate degree,96
2017,Massachusetts,High school graduate - high school diploma or equivalent,682
2017,Massachusetts,Less than 1st grade,9
2017,Massachusetts,Master's degree,380
2017,Massachusetts,Professional school degree,55
2017,Massachusetts,Some college but no degree,395
2017,Michigan,10th grade,92
2017,Michigan,11th grade,130
2017,Michigan,12th grade no diploma,45
2017,Michigan,"1st,2nd,3rd,or 4th grade",5
2017,Michigan,5th or 6th grade,16
2017,Michigan,7th and 8th grade,54
2017,Michigan,9th grade,81
2017,Michigan,Associate degree in college - academic program,184
2017,Michigan,Associate degree in college - occupation/vocation program,100
2017,Michigan,Bachelor's degree,538
2017,Michigan,Children,850
2017,Michigan,Doctorate degree,42
2017,Michigan,High school graduate - high school diploma or equivalent,853
2017,Michigan,Less than 1st grade,5
2017,Michigan,Master's degree,258
2017,Michigan,Professional school degree,49
2017,Michigan,Some college but no degree,609
2017,Minnesota,10th grade,61
2017,Minnesota,11th grade,68
2017,Minnesota,12th grade no diploma,23
2017,Minnesota,"1st,2nd,3rd,or 4th grade",7
2017,Minnesota,5th or 6th grade,17
2017,Minnesota,7th and 8th grade,42
2017,Minnesota,9th grade,40
2017,Minnesota,Associate degree in college - academic program,109
2017,Minnesota,Associate degree in college - occupation/vocation program,151
2017,Minnesota,Bachelor's degree,350
2017,Minnesota,Children,539
2017,Minnesota,Doctorate degree,20
2017,Minnesota,High school graduate - high school diploma or equivalent,390
2017,Minnesota,Less than 1st grade,15
2017,Minnesota,Master's degree,144
2017,Minnesota,Professional school degree,15
2017,Minnesota,Some college but no degree,282
2017,Mississippi,10th grade,140
2017,Mississippi,11th grade,122
2017,Mississippi,12th grade no diploma,51
2017,Mississippi,"1st,2nd,3rd,or 4th grade",6
2017,Mississippi,5th or 6th grade,18
2017,Mississippi,7th and 8th grade,72
2017,Mississippi,9th grade,82
2017,Mississippi,Associate degree in college - academic program,188
2017,Mississippi,Associate degree in college - occupation/vocation program,131
2017,Mississippi,Bachelor's degree,322
2017,Mississippi,Children,746
2017,Mississippi,Doctorate degree,27
2017,Mississippi,High school graduate - high school diploma or equivalent,798
2017,Mississippi,Less than 1st grade,3
2017,Mississippi,Master's degree,132
2017,Mississippi,Professional school degree,16
2017,Mississippi,Some college but no degree,523
2017,Missouri,10th grade,81
2017,Missouri,11th grade,75
2017,Missouri,12th grade no diploma,22
2017,Missouri,"1st,2nd,3rd,or 4th grade",3
2017,Missouri,5th or 6th grade,9
2017,Missouri,7th and 8th grade,58
2017,Missouri,9th grade,72
2017,Missouri,Associate degree in college - academic program,102
2017,Missouri,Associate degree in college - occupation/vocation program,86
2017,Missouri,Bachelor's degree,331
2017,Missouri,Children,625
2017,Missouri,Doctorate degree,15
2017,Missouri,High school graduate - high school diploma or equivalent,561
2017,Missouri,Less than 1st grade,3
2017,Missouri,Master's degree,145
2017,Missouri,Professional school degree,13
2017,Missouri,Some college but no degree,312
2017,Montana,10th grade,85
2017,Montana,11th grade,89
2017,Montana,12th grade no diploma,22
2017,Montana,"1st,2nd,3rd,or 4th grade",2
2017,Montana,5th or 6th grade,4
2017,Montana,7th and 8th grade,52
2017,Montana,9th grade,72
2017,Montana,Associate degree in college - academic program,126
2017,Montana,Associate degree in college - occupation/vocation program,166
2017,Montana,Bachelor's degree,570
2017,Montana,Children,788
2017,Montana,Doctorate degree,35
2017,Montana,High school graduate - high school diploma or equivalent,735
2017,Montana,Less than 1st grade,1
2017,Montana,Master's degree,198
2017,Montana,Professional school degree,22
2017,Montana,Some college but no degree,594
2017,Nebraska,10th grade,58
2017,Nebraska,11th grade,59
2017,Nebraska,12th grade no diploma,16
2017,Nebraska,"1st,2nd,3rd,or 4th grade",13
2017,Nebraska,5th or 6th grade,19
2017,Nebraska,7th and 8th grade,52
2017,Nebraska,9th grade,49
2017,Nebraska,Associate degree in college - academic program,98
2017,Nebraska,Associate degree in college - occupation/vocation program,77
2017,Nebraska,Bachelor's degree,350
2017,Nebraska,Children,587
2017,Nebraska,Doctorate degree,17
2017,Nebraska,High school graduate - high school diploma or equivalent,379
2017,Nebraska,Less than 1st grade,2
2017,Nebraska,Master's degree,97
2017,Nebraska,Professional school degree,11
2017,Nebraska,Some college but no degree,328
2017,Nevada,10th grade,62
2017,Nevada,11th grade,70
2017,Nevada,12th grade no diploma,40
2017,Nevada,"1st,2nd,3rd,or 4th grade",17
2017,Nevada,5th or 6th grade,31
2017,Nevada,7th and 8th grade,37
2017,Nevada,9th grade,63
2017,Nevada,Associate degree in college - academic program,111
2017,Nevada,Associate degree in college - occupation/vocation program,63
2017,Nevada,Bachelor's degree,286
2017,Nevada,Children,543
2017,Nevada,Doctorate degree,19
2017,Nevada,High school graduate - high school diploma or equivalent,675
2017,Nevada,Less than 1st grade,4
2017,Nevada,Master's degree,75
2017,Nevada,Professional school degree,19
2017,Nevada,Some college but no degree,378
2017,New Hampshire,10th grade,60
2017,New Hampshire,11th grade,50
2017,New Hampshire,12th grade no diploma,13
2017,New Hampshire,5th or 6th grade,5
2017,New Hampshire,7th and 8th grade,38
2017,New Hampshire,9th grade,49
2017,New Hampshire,Associate degree in college - academic program,111
2017,New Hampshire,Associate degree in college - occupation/vocation program,56
2017,New Hampshire,Bachelor's degree,387
2017,New Hampshire,Children,429
2017,New Hampshire,Doctorate degree,31
2017,New Hampshire,High school graduate - high school diploma or equivalent,509
2017,New Hampshire,Less than 1st grade,3
2017,New Hampshire,Master's degree,176
2017,New Hampshire,Professional school degree,14
2017,New Hampshire,Some college but no degree,255
2017,New Jersey,10th grade,91
2017,New Jersey,11th grade,59
2017,New Jersey,12th grade no diploma,34
2017,New Jersey,"1st,2nd,3rd,or 4th grade",15
2017,New Jersey,5th or 6th grade,44
2017,New Jersey,7th and 8th grade,79
2017,New Jersey,9th grade,65
2017,New Jersey,Associate degree in college - academic program,136
2017,New Jersey,Associate degree in college - occupation/vocation program,67
2017,New Jersey,Bachelor's degree,687
2017,New Jersey,Children,792
2017,New Jersey,Doctorate degree,49
2017,New Jersey,High school graduate - high school diploma or equivalent,792
2017,New Jersey,Less than 1st grade,7
2017,New Jersey,Master's degree,312
2017,New Jersey,Professional school degree,45
2017,New Jersey,Some college but no degree,452
2017,New Mexico,10th grade,116
2017,New Mexico,11th grade,137
2017,New Mexico,12th grade no diploma,70
2017,New Mexico,"1st,2nd,3rd,or 4th grade",28
2017,New Mexico,5th or 6th grade,80
2017,New Mexico,7th and 8th grade,73
2017,New Mexico,9th grade,119
2017,New Mexico,Associate degree in college - academic program,134
2017,New Mexico,Associate degree in college - occupation/vocation program,125
2017,New Mexico,Bachelor's degree,366
2017,New Mexico,Children,816
2017,New Mexico,Doctorate degree,47
2017,New Mexico,High school graduate - high school diploma or equivalent,884
2017,New Mexico,Less than 1st grade,11
2017,New Mexico,Master's degree,196
2017,New Mexico,Professional school degree,37
2017,New Mexico,Some college but no degree,597
2017,New York,10th grade,176
2017,New York,11th grade,226
2017,New York,12th grade no diploma,144
2017,New York,"1st,2nd,3rd,or 4th grade",49
2017,New York,5th or 6th grade,89
2017,New York,7th and 8th grade,160
2017,New York,9th grade,148
2017,New York,Associate degree in college - academic program,389
2017,New York,Associate degree in college - occupation/vocation program,194
2017,New York,Bachelor's degree,1161
2017,New York,Children,1452
2017,New York,Doctorate degree,113
2017,New York,High school graduate - high school diploma or equivalent,1577
2017,New York,Less than 1st grade,18
2017,New York,Master's degree,623
2017,New York,Professional school degree,109
2017,New York,Some college but no degree,836
2017,North Carolina,10th grade,139
2017,North Carolina,11th grade,132
2017,North Carolina,12th grade no diploma,52
2017,North Carolina,"1st,2nd,3rd,or 4th grade",26
2017,North Carolina,5th or 6th grade,39
2017,North Carolina,7th and 8th grade,77
2017,North Carolina,9th grade,104
2017,North Carolina,Associate degree in college - academic program,190
2017,North Carolina,Associate degree in college - occupation/vocation program,167
2017,North Carolina,Bachelor's degree,635
2017,North Carolina,Children,947
2017,North Carolina,Doctorate degree,56
2017,North Carolina,High school graduate - high school diploma or equivalent,827
2017,North Carolina,Less than 1st grade,4
2017,North Carolina,Master's degree,244
2017,North Carolina,Professional school degree,31
2017,North Carolina,Some college but no degree,571
2017,North Dakota,10th grade,38
2017,North Dakota,11th grade,64
2017,North Dakota,12th grade no diploma,21
2017,North Dakota,"1st,2nd,3rd,or 4th grade",3
2017,North Dakota,5th or 6th grade,6
2017,North Dakota,7th and 8th grade,45
2017,North Dakota,9th grade,46
2017,North Dakota,Associate degree in college - academic program,124
2017,North Dakota,Associate degree in college - occupation/vocation program,122
2017,North Dakota,Bachelor's degree,391
2017,North Dakota,Children,618
2017,North Dakota,Doctorate degree,16
2017,North Dakota,High school graduate - high school diploma or equivalent,482
2017,North Dakota,Less than 1st grade,9
2017,North Dakota,Master's degree,105
2017,North Dakota,Professional school degree,14
2017,North Dakota,Some college but no degree,304
2017,Ohio,10th grade,110
2017,Ohio,11th grade,132
2017,Ohio,12th grade no diploma,44
2017,Ohio,"1st,2nd,3rd,or 4th grade",5
2017,Ohio,5th or 6th grade,12
2017,Ohio,7th and 8th grade,96
2017,Ohio,9th grade,112
2017,Ohio,Associate degree in college - academic program,210
2017,Ohio,Associate degree in college - occupation/vocation program,140
2017,Ohio,Bachelor's degree,590
2017,Ohio,Children,1107
2017,Ohio,Doctorate degree,55
2017,Ohio,High school graduate - high school diploma or equivalent,1164
2017,Ohio,Less than 1st grade,6
2017,Ohio,Master's degree,252
2017,Ohio,Professional school degree,44
2017,Ohio,Some college but no degree,647
2017,Oklahoma,10th grade,90
2017,Oklahoma,11th grade,91
2017,Oklahoma,12th grade no diploma,32
2017,Oklahoma,"1st,2nd,3rd,or 4th grade",15
2017,Oklahoma,5th or 6th grade,29
2017,Oklahoma,7th and 8th grade,61
2017,Oklahoma,9th grade,64
2017,Oklahoma,Associate degree in college - academic program,92
2017,Oklahoma,Associate degree in college - occupation/vocation program,63
2017,Oklahoma,Bachelor's degree,375
2017,Oklahoma,Children,666
2017,Oklahoma,Doctorate degree,25
2017,Oklahoma,High school graduate - high school diploma or equivalent,663
2017,Oklahoma,Less than 1st grade,9
2017,Oklahoma,Master's degree,137
2017,Oklahoma,Professional school degree,18
2017,Oklahoma,Some college but no degree,374
2017,Oregon,10th grade,66
2017,Oregon,11th grade,70
2017,Oregon,12th grade no diploma,33
2017,Oregon,"1st,2nd,3rd,or 4th grade",18
2017,Oregon,5th or 6th grade,41
2017,Oregon,7th and 8th grade,48
2017,Oregon,9th grade,68
2017,Oregon,Associate degree in college - academic program,106
2017,Oregon,Associate degree in college - occupation/vocation program,64
2017,Oregon,Bachelor's degree,395
2017,Oregon,Children,630
2017,Oregon,Doctorate degree,42
2017,Oregon,High school graduate - high school diploma or equivalent,463
2017,Oregon,Less than 1st grade,3
2017,Oregon,Master's degree,161
2017,Oregon,Professional school degree,20
2017,Oregon,Some college but no degree,449
2017,Pennsylvania,10th grade,142
2017,Pennsylvania,11th grade,135
2017,Pennsylvania,12th grade no diploma,35
2017,Pennsylvania,"1st,2nd,3rd,or 4th grade",18
2017,Pennsylvania,5th or 6th grade,19
2017,Pennsylvania,7th and 8th grade,69
2017,Pennsylvania,9th grade,101
2017,Pennsylvania,Associate degree in college - academic program,207
2017,Pennsylvania,Associate degree in college - occupation/vocation program,148
2017,Pennsylvania,Bachelor's degree,694
2017,Pennsylvania,Children,1019
2017,Pennsylvania,Doctorate degree,55
2017,Pennsylvania,High school graduate - high school diploma or equivalent,1209
2017,Pennsylvania,Less than 1st grade,12
2017,Pennsylvania,Master's degree,277
2017,Pennsylvania,Professional school degree,48
2017,Pennsylvania,Some college but no degree,500
2017,Rhode Island,10th grade,31
2017,Rhode Island,11th grade,38
2017,Rhode Island,12th grade no diploma,25
2017,Rhode Island,"1st,2nd,3rd,or 4th grade",13
2017,Rhode Island,5th or 6th grade,19
2017,Rhode Island,7th and 8th grade,40
2017,Rhode Island,9th grade,47
2017,Rhode Island,Associate degree in college - academic program,70
2017,Rhode Island,Associate degree in college - occupation/vocation program,38
2017,Rhode Island,Bachelor's degree,250
2017,Rhode Island,Children,287
2017,Rhode Island,Doctorate degree,17
2017,Rhode Island,High school graduate - high school diploma or equivalent,302
2017,Rhode Island,Less than 1st grade,2
2017,Rhode Island,Master's degree,120
2017,Rhode Island,Professional school degree,13
2017,Rhode Island,Some college but no degree,191
2017,South Carolina,10th grade,95
2017,South Carolina,11th grade,103
2017,South Carolina,12th grade no diploma,49
2017,South Carolina,"1st,2nd,3rd,or 4th grade",6
2017,South Carolina,5th or 6th grade,17
2017,South Carolina,7th and 8th grade,55
2017,South Carolina,9th grade,81
2017,South Carolina,Associate degree in college - academic program,109
2017,South Carolina,Associate degree in college - occupation/vocation program,132
2017,South Carolina,Bachelor's degree,390
2017,South Carolina,Children,626
2017,South Carolina,Doctorate degree,27
2017,South Carolina,High school graduate - high school diploma or equivalent,575
2017,South Carolina,Less than 1st grade,2
2017,South Carolina,Master's degree,170
2017,South Carolina,Professional school degree,28
2017,South Carolina,Some college but no degree,416
2017,South Dakota,10th grade,45
2017,South Dakota,11th grade,57
2017,South Dakota,12th grade no diploma,24
2017,South Dakota,"1st,2nd,3rd,or 4th grade",1
2017,South Dakota,5th or 6th grade,5
2017,South Dakota,7th and 8th grade,44
2017,South Dakota,9th grade,40
2017,South Dakota,Associate degree in college - academic program,72
2017,South Dakota,Associate degree in college - occupation/vocation program,94
2017,South Dakota,Bachelor's degree,254
2017,South Dakota,Children,452
2017,South Dakota,Doctorate degree,22
2017,South Dakota,High school graduate - high school diploma or equivalent,410
2017,South Dakota,Less than 1st grade,6
2017,South Dakota,Master's degree,67
2017,South Dakota,Professional school degree,8
2017,South Dakota,Some college but no degree,221
2017,Tennessee,10th grade,92
2017,Tennessee,11th grade,100
2017,Tennessee,12th grade no diploma,30
2017,Tennessee,"1st,2nd,3rd,or 4th grade",20
2017,Tennessee,5th or 6th grade,19
2017,Tennessee,7th and 8th grade,67
2017,Tennessee,9th grade,75
2017,Tennessee,Associate degree in college - academic program,117
2017,Tennessee,Associate degree in college - occupation/vocation program,110
2017,Tennessee,Bachelor's degree,446
2017,Tennessee,Children,740
2017,Tennessee,Doctorate degree,40
2017,Tennessee,High school graduate - high school diploma or equivalent,810
2017,Tennessee,Less than 1st grade,4
2017,Tennessee,Master's degree,163
2017,Tennessee,Professional school degree,30
2017,Tennessee,Some college but no degree,443
2017,Texas,10th grade,404
2017,Texas,11th grade,351
2017,Texas,12th grade no diploma,188
2017,Texas,"1st,2nd,3rd,or 4th grade",114
2017,Texas,5th or 6th grade,255
2017,Texas,7th and 8th grade,294
2017,Texas,9th grade,416
2017,Texas,Associate degree in college - academic program,367
2017,Texas,Associate degree in college - occupation/vocation program,364
2017,Texas,Bachelor's degree,1510
2017,Texas,Children,2825
2017,Texas,Doctorate degree,102
2017,Texas,High school graduate - high school diploma or equivalent,2313
2017,Texas,Less than 1st grade,61
2017,Texas,Master's degree,602
2017,Texas,Professional school degree,67
2017,Texas,Some college but no degree,1653
2017,Utah,10th grade,78
2017,Utah,11th grade,85
2017,Utah,12th grade no diploma,40
2017,Utah,"1st,2nd,3rd,or 4th grade",6
2017,Utah,5th or 6th grade,17
2017,Utah,7th and 8th grade,48
2017,Utah,9th grade,82
2017,Utah,Associate degree in college - academic program,145
2017,Utah,Associate degree in college - occupation/vocation program,94
2017,Utah,Bachelor's degree,410
2017,Utah,Children,947
2017,Utah,Doctorate degree,35
2017,Utah,High school graduate - high school diploma or equivalent,480
2017,Utah,Master's degree,141
2017,Utah,Professional school degree,17
2017,Utah,Some college but no degree,441
2017,Vermont,10th grade,49
2017,Vermont,11th grade,71
2017,Vermont,12th grade no diploma,19
